Text,Word Number,Line Start,Line End,Normalized,Language,Number
yotv0001.xml,1,1,1,perpetuae,la,0
yotv0001.xml,2,1,1,paci,la,0
yotv0001.xml,3,2,2,diocletianus,la,0
yotv0001.xml,4,2,2,augustus,la,0
yotv0001.xml,5,2,2,et,la,0
yotv0001.xml,6,3,3,maximianus,la,0
yotv0001.xml,7,3,3,augustus,la,0
yotv0001.xml,8,3,3,et,la,0
yotv0001.xml,9,4,4,constantius,la,0
yotv0001.xml,10,4,4,et,la,0
yotv0001.xml,11,4,4,maximianus,la,0
yotv0001.xml,12,5,5,nobilissimi,la,0
yotv0001.xml,13,5,5,caesares,la,0
yotv0001.xml,14,6,6,alam,la,0
yotv0001.xml,15,6,6,cum,la,0
yotv0001.xml,16,6,6,ostio,la,0
yotv0001.xml,17,6,6,constituerunt,la,0
yotv0001.xml,18,7,7,per,la,0
yotv0001.xml,19,7,7,providentiam,la,0
yotv0001.xml,20,7,7,prisci,la,0
yotv0001.xml,21,8,8,pra,la,0
yotv0001.xml,22,8,8,esidis,la,0
yotv0001.xml,23,8,8,provinciae,la,0
yotv0001.xml,24,9,9,syriae,la,0
yotv0001.xml,25,9,9,palaestinae,la,0
yotv0001.xml,26,10,10,multi,la,0
yotv0001.xml,27,10,10,votis,la,0
yotv0001.xml,28,10,10,xx,la,0
yotv0001.xml,29,11,11,multi,la,0
yotv0001.xml,30,11,11,votis,la,0
yotv0001.xml,31,11,11,xl,la,0
