,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,evro0006.xml,1,1,1,καί,grc,0,,,,
1,evro0006.xml,2,1,1,ἐπί,grc,0,,,,
2,evro0006.xml,3,1,1,εἰσακίου,grc,0,,,,
3,evro0006.xml,4,1,1,περιοδευτοῦ,grc,0,,,,
4,evro0006.xml,5,1,1,ἐψηφώθη,grc,0,,,,
5,evro0006.xml,6,2,2,ἡ,grc,0,,,,
6,evro0006.xml,7,2,2,ἐκλησία,grc,0,,,,
7,evro0006.xml,8,3,3,εἰρήνη,grc,0,,,,
8,evro0006.xml,9,3,3,εἴσοδόν,grc,0,,,,
9,evro0006.xml,10,3,3,σου,grc,0,,,,
10,evro0006.xml,11,3,3,καί,grc,0,,,,
11,evro0006.xml,12,3,3,τήν,grc,0,,,,
12,evro0006.xml,13,3,3,ἔξοδόν,grc,0,,,,
13,evro0006.xml,14,3,3,σου,grc,0,,,,
