,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,idum0025.xml,1,1,1,ב,arc,0,,,,
1,idum0025.xml,2,1,1,19,arc,0,,,,
2,idum0025.xml,3,1,1,לתמוז,arc,0,,,,
3,idum0025.xml,4,2,2,שנת,arc,0,,,,
4,idum0025.xml,5,2,2,5,arc,0,,,,
5,idum0025.xml,6,2,2,קוסינקם,arc,0,,,,
6,idum0025.xml,7,3,3,מן,arc,0,,,,
7,idum0025.xml,8,3,3,בני,arc,0,,,,
8,idum0025.xml,9,3,3,בעלרים,arc,0,,,,
9,idum0025.xml,10,4,4,למסכנתא,arc,0,,,,
10,idum0025.xml,11,4,4,חס,arc,0,,,,
11,idum0025.xml,12,4,4,13,arc,0,,,,
12,idum0025.xml,13,5,5,ק,arc,0,,,,
13,idum0025.xml,14,5,5,4,arc,0,,,,
14,idum0025.xml,15,5,5,ף,arc,0,,,,
