,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,idum0124.xml,1,1,1,ב,arc,0,,,,
1,idum0124.xml,2,1,1,27,arc,0,,,,
2,idum0124.xml,3,1,1,ל,arc,0,,,,
3,idum0124.xml,4,1,1,שנת,arc,0,,,,
4,idum0124.xml,5,1,1,17,arc,0,,,,
5,idum0124.xml,6,2,2,נתנצדק,arc,0,,,,
6,idum0124.xml,7,2,2,מן,arc,0,,,,
7,idum0124.xml,8,2,2,בני,arc,0,,,,
8,idum0124.xml,9,2,2,קוצי,arc,0,,,,
9,idum0124.xml,10,3,3,חס,arc,0,,,,
10,idum0124.xml,11,3,3,13,arc,0,,,,
11,idum0124.xml,12,3,3,שס,arc,0,,,,
12,idum0124.xml,13,3,3,3,arc,0,,,,
13,idum0124.xml,14,4,4,חשב,arc,0,,,,
14,idum0124.xml,15,4,4,שעדאל,arc,0,,,,
