,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,birs0002.xml,1,1,1,τριάδος,grc,0,,,,
1,birs0002.xml,2,1,1,δόμος,grc,0,,,,
2,birs0002.xml,3,1,1,οὖτος,grc,0,,,,
3,birs0002.xml,4,1,1,ὃν,grc,0,,,,
4,birs0002.xml,5,1,1,ἠστήσαντο,grc,0,,,,
5,birs0002.xml,6,1,1,κομῆται,grc,0,,,,
6,birs0002.xml,7,2,2,῾ελλαδίου,grc,0,,,,
7,birs0002.xml,8,2,2,γερράρων,grc,0,,,,
8,birs0002.xml,9,2,2,ἐπί,grc,0,,,,
9,birs0002.xml,10,2,2,χρόνοισι,grc,0,,,,
10,birs0002.xml,11,2,2,θωώκων,grc,0,,,,
11,birs0002.xml,12,3,3,καί,grc,0,,,,
12,birs0002.xml,13,3,3,στεφάνου,grc,0,,,,
13,birs0002.xml,14,3,3,ἱερῆος,grc,0,,,,
14,birs0002.xml,15,3,3,ἅπας,grc,0,,,,
15,birs0002.xml,16,3,3,τετέλησται,grc,0,,,,
16,birs0002.xml,17,3,3,πόνοισι,grc,0,,,,
