,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,evro0004.xml,1,1,1,ἐπί,grc,0,,,,
1,evro0004.xml,2,1,1,σιλβανοῦ,grc,0,,,,
2,evro0004.xml,3,1,1,καί,grc,0,,,,
3,evro0004.xml,4,1,1,ἀλέ,grc,0,,,,
4,evro0004.xml,5,2,2,ξων,grc,0,,,,
5,evro0004.xml,6,2,2,διάκονοι,grc,0,,,,
6,evro0004.xml,7,2,2,ἠγοράσ,grc,0,,,,
7,evro0004.xml,8,3,3,θη,grc,0,,,,
8,evro0004.xml,9,3,3,ἡ,grc,0,,,,
9,evro0004.xml,10,3,3,στέγη,grc,0,,,,
10,evro0004.xml,11,3,3,καί,grc,0,,,,
11,evro0004.xml,12,3,3,ἐπί,grc,0,,,,
12,evro0004.xml,13,3,3,δο,grc,0,,,,
13,evro0004.xml,14,4,4,μνίνου,grc,0,,,,
14,evro0004.xml,15,4,4,διακόνου,grc,0,,,,
15,evro0004.xml,16,4,4,οίκο,grc,0,,,,
16,evro0004.xml,17,5,5,δομήθη,grc,0,,,,
17,evro0004.xml,18,5,5,ἠ,grc,0,,,,
18,evro0004.xml,19,5,5,ἀγία,grc,0,,,,
19,evro0004.xml,20,5,5,ἐκ,grc,0,,,,
20,evro0004.xml,21,6,6,καἵ,grc,0,,,,
21,evro0004.xml,22,6,6,έπἵ,grc,0,,,,
22,evro0004.xml,23,6,6,ἀντω,grc,0,,,,
23,evro0004.xml,24,6,6,δι,grc,0,,,,
24,evro0004.xml,25,7,7,ακόνου,grc,0,,,,
25,evro0004.xml,26,8,8,τοδ,grc,0,,,,
