,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,mare0050.xml,1,1,1,τοῖς,grc,0,,,,,
1,1,mare0050.xml,2,1,1,πρεσβυτ,grc,0,,,,,
2,2,mare0050.xml,3,1,1,έροις,grc,0,,,,,
3,3,mare0050.xml,4,2,2,δεῖνα,grc,0,,,,,
4,4,mare0050.xml,5,2,2,τοῦ,grc,0,,,,,
5,5,mare0050.xml,6,2,2,διωνουσίου,grc,0,,,,,
6,6,mare0050.xml,7,4,4,αἰτῶν,grc,0,,,,,
7,7,mare0050.xml,8,5,5,ὑπὸ,grc,0,,,,,
8,8,mare0050.xml,9,5,6,ἀυ,grc,0,,,,,
9,9,mare0050.xml,10,6,6,τοῦ,grc,0,,,,,
10,10,mare0050.xml,11,6,6,πα,grc,0,,,,,
