,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,idum0043.xml,1,1,1,ב,arc,0,,,,,
1,1,idum0043.xml,2,1,1,15,arc,0,,,,,
2,2,idum0043.xml,3,1,1,לתמוז,arc,0,,,,,
3,3,idum0043.xml,4,1,1,ש,arc,0,,,,,
4,4,idum0043.xml,5,1,1,נת,arc,0,,,,,
5,5,idum0043.xml,6,2,2,קוסמלך,arc,0,,,,,
6,6,idum0043.xml,7,2,2,לבני,arc,0,,,,,
7,7,idum0043.xml,8,2,2,בעלר,arc,0,,,,,
8,9,idum0043.xml,9,2,2,ו,arc,0,,,,,
9,8,idum0043.xml,9,2,2,י,arc,0,,,,,
10,10,idum0043.xml,10,2,2,ם,arc,0,,,,,
11,11,idum0043.xml,11,2,2,עליד,arc,0,,,,,
12,12,idum0043.xml,12,3,3,קוסרם,arc,0,,,,,
13,13,idum0043.xml,13,3,3,עצה,arc,0,,,,,
14,14,idum0043.xml,14,3,3,משתלן,arc,0,,,,,
15,15,idum0043.xml,15,3,3,1,arc,0,,,,,
16,16,idum0043.xml,16,4,4,זביד,arc,0,,,,,
17,17,idum0043.xml,17,4,4,עצה,arc,0,,,,,
18,18,idum0043.xml,18,4,4,משתל,arc,0,,,,,
19,19,idum0043.xml,19,4,4,1,arc,0,,,,,
