,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,sepp0004.xml,1,1,1,דכי,arc,0,,,,,
1,1,sepp0004.xml,2,1,1,ר,arc,0,,,,,
2,2,sepp0004.xml,3,1,1,לטב,arc,0,,,,,
3,3,sepp0004.xml,4,2,2,בר,arc,0,,,,,
4,4,sepp0004.xml,5,2,2,תדי,arc,0,,,,,
5,5,sepp0004.xml,6,3,3,בר,arc,0,,,,,
6,6,sepp0004.xml,7,3,3,שאביה,arc,0,,,,,
7,7,sepp0004.xml,8,4,4,ובנוי,arc,0,,,,,
8,8,sepp0004.xml,9,5,5,אמן,arc,0,,,,,
9,9,sepp0004.xml,10,5,5,אמן,arc,0,,,,,
