,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,caes0245.xml,1,1,1,αὐρήλιον,grc,0,,,,,
1,1,caes0245.xml,2,1,1,ἐρμογέ­,grc,0,,,,,
2,2,caes0245.xml,3,2,2,νυν,grc,0,,,,,
3,3,caes0245.xml,4,2,2,γλύκων,grc,0,,,,,
4,4,caes0245.xml,5,3,3,ὁ,grc,0,,,,,
5,5,caes0245.xml,6,3,3,κὲ,grc,0,,,,,
6,6,caes0245.xml,7,3,3,παῦλος,grc,0,,,,,
7,7,caes0245.xml,8,4,4,τὸν,grc,0,,,,,
8,8,caes0245.xml,9,4,4,ἴδιον,grc,0,,,,,
9,9,caes0245.xml,10,4,4,σύντρο­,grc,0,,,,,
10,10,caes0245.xml,11,5,5,φον,grc,0,,,,,
11,11,caes0245.xml,12,6,6,μνήμης,grc,0,,,,,
12,12,caes0245.xml,13,6,6,χάριν,grc,0,,,,,
